0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:17 +0700] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /jpg/binhduong.jpg HTTP/1.1" 200 21356
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /a HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /amoi HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /jpg/heartred.png HTTP/1.1" 200 11064
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /jpg/2833732387999181063.gif HTTP/1.1" 200 112638
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /jpg/DaNang.jpg HTTP/1.1" 200 23761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "GET /jpg/DongNai.jpg HTTP/1.1" 200 24279
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:32:24 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:41 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:41 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:41 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:41 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:43 +0700] "GET /login.jsp HTTP/1.1" 200 6663
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:43 +0700] "GET /css/login.css HTTP/1.1" 200 1336
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:45 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:46 +0700] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /css/bds.css HTTP/1.1" 200 23623
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/phone-call.png HTTP/1.1" 200 10641
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/email.png HTTP/1.1" 200 6136
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/location.png HTTP/1.1" 200 17276
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/heart%20(1).png HTTP/1.1" 200 15283
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /JS/script.js HTTP/1.1" 200 715
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/HCM.jpg HTTP/1.1" 200 23494
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/HaNoi.jpg HTTP/1.1" 200 30035
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/1%20(1).webp HTTP/1.1" 200 528150
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/heartred.png HTTP/1.1" 200 11064
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/binhduong.jpg HTTP/1.1" 200 21356
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /amoi HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /a HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /welcome HTTP/1.1" 200 261771
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/2833732387999181063.gif HTTP/1.1" 200 112638
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/DongNai.jpg HTTP/1.1" 200 24279
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "GET /jpg/DaNang.jpg HTTP/1.1" 200 23761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:47 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:49 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:38:50 +0700] "GET /cart.jsp HTTP/1.1" 200 18191
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:04 +0700] "GET /cart.jsp HTTP/1.1" 200 13394
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:09 +0700] "GET /account.jsp HTTP/1.1" 200 2163
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "GET /amoi HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "GET /a HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "GET /welcome HTTP/1.1" 200 261771
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:20 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "POST /addToCart HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "GET /amoi HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "GET /a HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "GET /welcome HTTP/1.1" 200 264777
0:0:0:0:0:0:0:1 - - [15/Dec/2024:16:39:26 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:33 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:33 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:33 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:33 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:33 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:35 +0700] "GET /login.jsp HTTP/1.1" 200 6663
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:35 +0700] "GET /css/login.css HTTP/1.1" 200 1336
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:37 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:37 +0700] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:38 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:39 +0700] "POST /login HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:46 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:46 +0700] "POST /login HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:56 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:56 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:41:56 +0700] "POST /login HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:19 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:19 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:20 +0700] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/email.png HTTP/1.1" 200 6136
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/phone-call.png HTTP/1.1" 200 10641
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /css/bds.css HTTP/1.1" 200 23623
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /welcome HTTP/1.1" 200 32806
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/location.png HTTP/1.1" 200 17276
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/heart%20(1).png HTTP/1.1" 200 15283
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /JS/script.js HTTP/1.1" 200 715
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /welcome HTTP/1.1" 200 262445
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/HCM.jpg HTTP/1.1" 200 23494
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/1%20(1).webp HTTP/1.1" 200 528150
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/HaNoi.jpg HTTP/1.1" 200 30035
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/binhduong.jpg HTTP/1.1" 200 21356
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /amoi HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/heartred.png HTTP/1.1" 200 11064
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /a HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/2833732387999181063.gif HTTP/1.1" 200 112638
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/DaNang.jpg HTTP/1.1" 200 23761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:22 +0700] "GET /jpg/DongNai.jpg HTTP/1.1" 200 24279
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:23 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:24 +0700] "GET /account.jsp HTTP/1.1" 200 2163
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:27 +0700] "GET /account.jsp HTTP/1.1" 200 2163
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:30 +0700] "GET /account.jsp HTTP/1.1" 200 2163
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:32 +0700] "GET /order-for-user HTTP/1.1" 200 683
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "POST /addToCart HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "GET /amoi HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "GET /a HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "GET /welcome HTTP/1.1" 200 265445
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:38 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:41 +0700] "POST /addToCart HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:41 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:41 +0700] "GET /amoi HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:41 +0700] "GET /a HTTP/1.1" 404 753
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:41 +0700] "GET /null HTTP/1.1" 404 756
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:41 +0700] "GET /welcome HTTP/1.1" 200 265445
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:41 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:42 +0700] "OPTIONS /Batdongsan/getMiniCart HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:42 +0700] "GET /cart.jsp HTTP/1.1" 200 16612
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:44 +0700] "GET /checkout.jsp HTTP/1.1" 200 5613
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:44 +0700] "GET /css/style.css HTTP/1.1" 200 17527
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:44:45 +0700] "GET /get_order_info HTTP/1.1" 200 29
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:45:56 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:45:56 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:45:56 +0700] "POST /createOrder HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:45:56 +0700] "GET /create-key.jsp HTTP/1.1" 500 4141
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:46:29 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:46:29 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:46:29 +0700] "POST /createOrder HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:46:29 +0700] "GET /create-key.jsp HTTP/1.1" 500 4141
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:47:50 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:47:50 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:47:50 +0700] "GET /create-key.jsp HTTP/1.1" 200 4168
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:47:50 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:47:50 +0700] "GET /css/key.css HTTP/1.1" 200 1375
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:47:50 +0700] "GET /script.js HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:01 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:01 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:01 +0700] "GET /create-key.jsp HTTP/1.1" 200 3861
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:01 +0700] "GET /script.js HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:08 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:08 +0700] "GET /create-key.jsp HTTP/1.1" 200 3841
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:08 +0700] "GET /script.js HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:11 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:11 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:11 +0700] "POST /createOrder HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:11 +0700] "GET /create-key.jsp HTTP/1.1" 200 4102
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:11 +0700] "GET /script.js HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:12 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:12 +0700] "POST /digital-signature HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:12 +0700] "GET /create-key.jsp HTTP/1.1" 200 5857
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:12 +0700] "GET /script.js HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:21 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:21 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:25 +0700] "POST /digital-signature HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:25 +0700] "GET /create-key.jsp HTTP/1.1" 200 6122
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:48:25 +0700] "GET /script.js HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:52:40 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:52:53 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:52:53 +0700] "GET /Batdongsan/confirm-token?token=08deab6e-f88e-4eb1-9d32-72f86c1ae7e3&action=addPublicKey HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:52:53 +0700] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:31 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:31 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:33 +0700] "GET /login.jsp HTTP/1.1" 200 6663
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:33 +0700] "GET /css/login.css HTTP/1.1" 200 1336
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:46 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:47 +0700] "POST /login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:48 +0700] "-" 400 -
0:0:0:0:0:0:0:1 - - [15/Dec/2024:21:54:48 +0700] "-" 400 -
